0.0000000000 7.2254353244e-14
0.0400803778 6.5618244781e-07
0.0801607556 1.3217027132e-06
0.1202411334 1.9956137103e-06
0.1603215111 2.6769682809e-06
0.2004018889 3.3648192669e-06
0.2404822667 4.0582195101e-06
0.2805626445 4.7562218524e-06
0.3206430223 5.4578791356e-06
0.3607234001 6.1622442015e-06
0.4008037779 6.8683698921e-06
0.4408841556 7.5753090491e-06
0.4809645334 8.2821145144e-06
0.5210449112 8.9878391299e-06
0.5611252890 9.6915357374e-06
0.6012056668 1.0392257179e-05
0.6412860446 1.1089056296e-05
0.6813664223 1.1780985930e-05
0.7214468001 1.2467098924e-05
0.7615271779 1.3146448119e-05
0.8016075557 1.3818086358e-05
0.8416879335 1.4481067704e-05
0.8817683113 1.5134783280e-05
0.9218486891 1.5779418538e-05
0.9619290668 1.6415273283e-05
1.0020094446 1.7042647323e-05
1.0420898224 1.7661840466e-05
1.0821702002 1.8273152520e-05
1.1222505780 1.8876883290e-05
1.1623309558 1.9473332585e-05
1.2024113336 2.0062800213e-05
1.2424917113 2.0645585980e-05
1.2825720891 2.1221989693e-05
1.3226524669 2.1792311161e-05
1.3627328447 2.2356850190e-05
1.4028132225 2.2915906588e-05
1.4428936003 2.3469780162e-05
1.4829739781 2.4018770719e-05
1.5230543558 2.4563178068e-05
1.5631347336 2.5103302014e-05
1.6032151114 2.5639442367e-05
1.6432954892 2.6171898932e-05
1.6833758670 2.6700971517e-05
1.7234562448 2.7226959930e-05
1.7635366225 2.7750163977e-05
1.8036170003 2.8270883467e-05
1.8436973781 2.8789418207e-05
1.8837777559 2.9306068004e-05
1.9238581337 2.9821132664e-05
1.9639385115 3.0334911997e-05
2.0040188893 3.0847705808e-05
2.0440992670 3.1359813906e-05
2.0841796448 3.1871536098e-05
2.1242600226 3.2383172190e-05
2.1643404004 3.2895021991e-05
2.2044207782 3.3407385308e-05
2.2445011560 3.3920561948e-05
2.2845815338 3.4434851718e-05
2.3246619115 3.4950554426e-05
2.3647422893 3.5467969879e-05
2.4048226671 3.5987397884e-05
2.4449030449 3.6509138249e-05
2.4849834227 3.7033490782e-05
2.5250638005 3.7560752511e-05
2.5651441783 3.8091167537e-05
2.6052245560 3.8624932481e-05
2.6453049338 3.9162242287e-05
2.6853853116 3.9703291892e-05
2.7254656894 4.0248276239e-05
2.7655460672 4.0797390267e-05
2.8056264450 4.1350828918e-05
2.8457068227 4.1908787132e-05
2.8857872005 4.2471459848e-05
2.9258675783 4.3039042009e-05
2.9659479561 4.3611728554e-05
3.0060283339 4.4189714424e-05
3.0461087117 4.4773194559e-05
3.0861890895 4.5362363900e-05
3.1262694672 4.5957417388e-05
3.1663498450 4.6558549963e-05
3.2064302228 4.7165956566e-05
3.2465106006 4.7779832136e-05
3.2865909784 4.8400371616e-05
3.3266713562 4.9027769944e-05
3.3667517340 4.9662222063e-05
3.4068321117 5.0303922911e-05
3.4469124895 5.0953067431e-05
3.4869928673 5.1609850561e-05
3.5270732451 5.2274467244e-05
3.5671536229 5.2947112419e-05
3.6072340007 5.3627981027e-05
3.6473143785 5.4317268009e-05
3.6873947562 5.5015168305e-05
3.7274751340 5.5721876855e-05
3.7675555118 5.6437588600e-05
3.8076358896 5.7162498481e-05
3.8477162674 5.7896801439e-05
3.8877966452 5.8640692413e-05
3.9278770229 5.9394366344e-05
3.9679574007 6.0158018173e-05
4.0080377785 6.0931842840e-05
4.0481181563 6.1716035287e-05
4.0881985341 6.2510790453e-05
4.1282789119 6.3316303278e-05
4.1683592897 6.4132768705e-05
4.2084396674 6.4960381672e-05
4.2485200452 6.5799337121e-05
4.2886004230 6.6649829992e-05
4.3286808008 6.7512055226e-05
4.3687611786 6.8386207763e-05
4.4088415564 6.9272482543e-05
4.4489219342 7.0171074508e-05
4.4890023119 7.1082178598e-05
4.5290826897 7.2005989753e-05
4.5691630675 7.2942702914e-05
4.6092434453 7.3892513021e-05
4.6493238231 7.4855615016e-05
4.6894042009 7.5832203838e-05
4.7294845787 7.6822474427e-05
4.7695649564 7.7826621726e-05
4.8096453342 7.8844840674e-05
4.8497257120 7.9877326211e-05
4.8898060898 8.0924273278e-05
4.9298864676 8.1985876816e-05
4.9699668454 8.3062331766e-05
5.0100472231 8.4153833033e-05
5.0501276009 8.5260500866e-05
5.0902079787 8.6382222551e-05
5.1302883565 8.7518840060e-05
5.1703687343 8.8670195367e-05
5.2104491121 8.9836130444e-05
5.2505294899 9.1016487266e-05
5.2906098676 9.2211107804e-05
5.3306902454 9.3419834033e-05
5.3707706232 9.4642507925e-05
5.4108510010 9.5878971453e-05
5.4509313788 9.7129066591e-05
5.4910117566 9.8392635311e-05
5.5310921344 9.9669519587e-05
5.5711725121 1.0095956139e-04
5.6112528899 1.0226260270e-04
5.6513332677 1.0357848548e-04
5.6914136455 1.0490705171e-04
5.7314940233 1.0624814336e-04
5.7715744011 1.0760160240e-04
5.8116547789 1.0896727082e-04
5.8517351566 1.1034499057e-04
5.8918155344 1.1173460364e-04
5.9318959122 1.1313595199e-04
5.9719762900 1.1454887760e-04
6.0120566678 1.1597322245e-04
6.0521370456 1.1740882850e-04
6.0922174233 1.1885553773e-04
6.1322978011 1.2031319211e-04
6.1723781789 1.2178163362e-04
6.2124585567 1.2326070423e-04
6.2525389345 1.2475024591e-04
6.2926193123 1.2625010063e-04
6.3326996901 1.2776011037e-04
6.3727800678 1.2928011710e-04
6.4128604456 1.3080996280e-04
6.4529408234 1.3234948943e-04
6.4930212012 1.3389853897e-04
6.5331015790 1.3545695340e-04
6.5731819568 1.3702457468e-04
6.6132623346 1.3860124479e-04
6.6533427123 1.4018680571e-04
6.6934230901 1.4178109965e-04
6.7335034679 1.4338397632e-04
6.7735838457 1.4499529411e-04
6.8136642235 1.4661491186e-04
6.8537446013 1.4824268845e-04
6.8938249791 1.4987848273e-04
6.9339053568 1.5152215355e-04
6.9739857346 1.5317355978e-04
7.0140661124 1.5483256028e-04
7.0541464902 1.5649901390e-04
7.0942268680 1.5817277951e-04
7.1343072458 1.5985371596e-04
7.1743876235 1.6154168210e-04
7.2144680013 1.6323653681e-04
7.2545483791 1.6493813894e-04
7.2946287569 1.6664634735e-04
7.3347091347 1.6836102089e-04
7.3747895125 1.7008201843e-04
7.4148698903 1.7180919882e-04
7.4549502680 1.7354242092e-04
7.4950306458 1.7528154360e-04
7.5351110236 1.7702642571e-04
7.5751914014 1.7877692611e-04
7.6152717792 1.8053290366e-04
7.6553521570 1.8229421721e-04
7.6954325348 1.8406072563e-04
7.7355129125 1.8583228778e-04
7.7755932903 1.8760876251e-04
7.8156736681 1.8939000869e-04
7.8557540459 1.9117588516e-04
7.8958344237 1.9296625080e-04
7.9359148015 1.9476096446e-04
7.9759951793 1.9655988499e-04
8.0160755570 1.9836287127e-04
8.0561559348 2.0016978213e-04
8.0962363126 2.0198047646e-04
8.1363166904 2.0379481310e-04
8.1763970682 2.0561265091e-04
8.2164774460 2.0743384875e-04
8.2565578237 2.0925826549e-04
8.2966382015 2.1108575997e-04
8.3367185793 2.1291619107e-04
8.3767989571 2.1474941763e-04
8.4168793349 2.1658529851e-04
8.4569597127 2.1842369258e-04
8.4970400905 2.2026445870e-04
8.5371204682 2.2210745572e-04
8.5772008460 2.2395254250e-04
8.6172812238 2.2579957790e-04
8.6573616016 2.2764842078e-04
8.6974419794 2.2949893000e-04
8.7375223572 2.3135096441e-04
8.7776027350 2.3320438288e-04
8.8176831127 2.3505904427e-04
8.8577634905 2.3691480743e-04
8.8978438683 2.3877153122e-04
8.9379242461 2.4062907451e-04
8.9780046239 2.4248729614e-04
9.0180850017 2.4434605499e-04
9.0581653795 2.4620520990e-04
9.0982457572 2.4806461974e-04
9.1383261350 2.4992414336e-04
9.1784065128 2.5178363963e-04
9.2184868906 2.5364296741e-04
9.2585672684 2.5550198554e-04
9.2986476462 2.5736055290e-04
9.3387280239 2.5921852834e-04
9.3788084017 2.6107577072e-04
9.4188887795 2.6293213889e-04
9.4589691573 2.6478749173e-04
9.4990495351 2.6664168807e-04
9.5391299129 2.6849458680e-04
9.5792102907 2.7034604675e-04
9.6192906684 2.7219592680e-04
9.6593710462 2.7404408580e-04
9.6994514240 2.7589038261e-04
9.7395318018 2.7773467609e-04
9.7796121796 2.7957682510e-04
9.8196925574 2.8141668849e-04
9.8597729352 2.8325412513e-04
9.8998533129 2.8508899388e-04
9.9399336907 2.8692115358e-04
9.9800140685 2.8875046311e-04
10.0200944463 2.9057678132e-04
10.0601748241 2.9239996707e-04
10.1002552019 2.9421987922e-04
10.1403355797 2.9603637663e-04
10.1804159574 2.9784931816e-04
10.2204963352 2.9965856265e-04
10.2605767130 3.0146396899e-04
10.3006570908 3.0326539602e-04
10.3407374686 3.0506270259e-04
10.3808178464 3.0685574758e-04
10.4208982241 3.0864438984e-04
10.4609786019 3.1042848823e-04
10.5010589797 3.1220790161e-04
10.5411393575 3.1398248883e-04
